[114040,701955] [111980,704030]
[244015,794719] [227961,798040]
[202985,634029] [213009,627957]
[354896,448971] [371041,466008]
[387875,584996] [391076,604008]
[49028,681910] [20967,694037]
[395042,197023] [386988,192963]
[931000,308546] [907995,307786]
[953005,308154] [931995,308172]
[469001,912936] [449999,925107]
[988112,441977] [985982,447021]
[376941,774961] [381138,785016]
[741022,175990] [721988,189010]
[812985,648056] [829000,645924]
[808867,632986] [812040,648023]
[691038,588958] [678948,593113]
[110968,898055] [113122,887980]
[739978,666967] [747021,680029]
[638032,663990] [636900,688007]
[70933,631953] [83059,639013]
[30017,326992] [7924,337055]
[42069,310968] [30761,326030]
[51084,304990] [42990,310039]
[996030,152002] [990928,145959]
[43960,758277] [63017,756800]
[793899,432992] [803055,439033]
[589940,798998] [590156,823013]
[580995,796886] [589005,798034]
[274004,133606] [262977,135013]
[288056,106996] [274998,133025]
[286996,105983] [288007,106174]
[131025,114038] [128874,111984]
[255974,423890] [268008,426094]
[260009,189959] [251974,190226]
[239877,206012] [251001,190948]
[226968,203972] [239031,206133]
[231146,187996] [226983,203009]
[193965,195985] [226063,203041]
[196068,222009] [193956,195999]
[178988,220968] [196024,222222]
[171963,166998] [193026,195040]
[362005,886087] [345992,883928]
[89953,503956] [97016,512024]
[631019,744981] [617972,757001]
[385001,967000] [379827,955978]
[258990,47142] [261043,45926]
[81038,995000] [68980,991905]
[802230,99009] [800953,87983]
[712988,984264] [724000,981845]
[700988,961980] [712235,984000]
[709024,956925] [700984,961171]
[714008,946964] [709956,956000]
[818006,610964] [808898,632020]
[824015,601993] [818922,610010]
[830032,593929] [824976,601071]
[810913,599955] [818130,610034]
[805991,585996] [810015,599002]
[844006,609019] [830924,593990]
[852043,625080] [844931,609990]
[853333,629000] [852947,625990]
[780942,578972] [805018,585126]
[777939,573995] [780136,578001]
[784129,565933] [777991,573098]
[792916,667004] [812039,648974]
[763998,668135] [779006,663885]
[762662,655992] [763146,668014]
[745989,649992] [762009,655099]
[739889,666018] [745049,649999]
[659927,498994] [687025,529046]
[524991,976003] [532057,963992]
[555989,815948] [563024,834027]
[897917,542002] [899027,525993]
[919097,631043] [904988,599984]
[129042,161110] [119968,152992]
[125011,118991] [119849,152020]
[131001,114817] [125984,118045]
[84000,954016] [82990,954076]
[897006,542367] [865990,540969]
[565979,487029] [577091,474993]
[835071,356990] [831882,369020]
[263924,461953] [269036,479000]
[77956,199035] [92071,182975]
[976970,329070] [982005,328710]
[414990,947250] [422004,946826]
[746019,538936] [740996,546072]
[204914,486971] [207090,495040]
[964981,342031] [976008,329951]
[977988,306985] [982081,328023]
[583989,948914] [594002,950168]
[798075,303995] [796987,312026]
[820947,835004] [826094,816952]
[929969,541886] [939023,544124]
[306939,635967] [328018,646009]
[310042,617974] [306911,635003]
[309987,616917] [310030,617060]
[311020,604977] [309768,616014]
[294990,589931] [311117,604001]
[315021,575931] [294993,589070]
[809999,889079] [815002,888750]
[728993,893041] [735016,883915]
[789021,361040] [765997,356864]
[809002,889944] [787956,905037]
[668968,484074] [688054,466999]
[857028,41833] [846981,43114]
[891986,200972] [908058,223034]
[145970,60006] [147033,53996]
[152045,87012] [145878,60997]
[502010,141701] [492992,142042]
[481992,144233] [492034,142882]
[511009,125948] [502806,141017]
[797026,202070] [788985,198963]
[799174,210019] [797848,202976]
[778962,200135] [788026,198986]
[811080,225046] [799974,210944]
[816022,230028] [811993,225970]
[836033,219891] [816899,230001]
[860016,208984] [836970,219013]
[750965,205063] [778009,200936]
[373784,31002] [374290,20992]
[358997,31273] [373002,31092]
[22046,273053] [8948,262988]
[134001,251300] [116968,249981]
[266994,651977] [282028,653132]
[344990,259951] [361000,264055]
[91879,815013] [105033,791955]
[930008,811044] [912986,808931]
[672140,439000] [670841,428973]
[339000,154117] [312994,144908]
[642984,339907] [656001,343021]
[182007,285983] [181965,287013]
[359050,80950] [347992,88000]
[44944,659969] [57044,666073]
[23995,972066] [25006,970990]
[418964,938964] [422023,946054]
[439029,958021] [422910,946983]
[402984,923985] [418059,938061]
[389979,932153] [402011,923965]
[388926,915947] [402001,923128]
[369963,906988] [388037,915003]
[362942,886980] [369007,906004]
[333980,867885] [345015,883049]
[318982,870073] [333002,867947]
[379935,955026] [389120,932970]
[399047,978002] [385916,967943]
[296982,855967] [318021,870030]
[287995,847982] [293046,855035]
[291085,836973] [287959,847008]
[281965,827959] [291024,836034]
[270997,829003] [281013,827845]
[265997,840005] [270093,829959]
[271056,813989] [270997,829003]
[278036,799976] [271905,813023]
[273991,792974] [278134,799001]
[277990,862008] [293018,855990]
[253995,868202] [277031,862998]
[241953,882009] [253017,868986]
[247153,890045] [241997,882985]
[428054,912952] [418997,938013]
[449037,925113] [428940,912940]
[490025,925025] [469961,912961]
[466039,951894] [439999,958042]
[244998,794116] [273003,792656]
[46908,145969] [50061,155017]
[731961,154030] [736074,141988]
[677951,969118] [681102,964987]
[680003,976068] [677988,969995]
[4836,50005] [5041,47970]
[467050,541989] [464846,557017]
[483030,538979] [467971,541001]
[895135,398997] [886999,405090]
[539958,47916] [544036,50054]
[544914,50985] [552084,74053]
[455989,734036] [470016,731913]
[508945,961863] [514110,966007]
[500958,955988] [508130,961026]
[498876,970068] [508032,961983]
[66976,412031] [78041,382948]
[276992,759782] [303000,760250]
[257997,766180] [276004,759975]
[273169,792013] [257996,766937]
[200003,80126] [184995,75923]
[396050,572978] [387968,584089]
[419003,565996] [396979,572029]
[859092,998015] [858956,996996]
[870033,990900] [858951,996042]
[483885,538055] [494012,505988]
[312022,144082] [274990,133932]
[370048,350977] [364998,381026]
[357975,324926] [370012,350012]
[655047,574977] [649988,595017]
[678029,593968] [650946,598027]
[992932,959004] [995279,942978]
[916056,182987] [891972,200007]
[267946,509958] [275040,528033]
[245995,508808] [267002,509283]
[240978,517008] [245045,508945]
[308027,565053] [285971,550866]
[170998,315255] [186000,313867]
[959003,493917] [952972,496027]
[961063,491959] [959978,493025]
[960024,510075] [952959,496976]
[989990,702828] [997025,707023]
[591000,704115] [576979,694998]
[864994,407998] [875081,433010]
[243970,649008] [249120,640956]
[623014,915040] [619986,913967]
[368009,692258] [367997,692238]
[977005,306755] [953992,308237]
[975999,539991] [998005,545204]
[970999,537982] [975019,539042]
[359058,80030] [356772,71992]
[683030,990012] [682695,983995]
[708966,248977] [715049,253069]
[737001,261071] [715986,253957]
[757000,285019] [737927,261975]
[324969,486952] [334027,500065]
[601905,77007] [608003,60960]
[622078,208059] [612972,204914]
[597959,218020] [612000,204996]
[582932,202996] [597025,218075]
[572997,221059] [582134,202970]
[556998,216972] [572017,221005]
[541928,225072] [556000,216882]
[525976,221938] [541005,225051]
[512917,248001] [525005,221997]
[515014,269016] [513856,261996]
[489984,240995] [512034,248024]
[480997,238939] [489004,240029]
[461959,234990] [480015,238108]
[493013,217998] [489912,240004]
[435999,224872] [461007,234090]
[448081,200935] [435967,224042]
[488954,282031] [515000,269998]
[487912,297002] [488094,282998]
[479995,302093] [487033,297994]
[475991,311001] [479023,302963]
[473959,274895] [488056,282032]
[465910,267959] [473093,274006]
[507003,299301] [487996,297902]
[509012,300040] [507984,299788]
[457978,287095] [473081,274981]
[454911,304030] [457179,287995]
[443980,313040] [454073,304987]
[538031,292932] [509999,300144]
[445819,170992] [448094,200001]
[463088,153901] [445960,170046]
[481015,144947] [463939,153007]
[600063,249002] [597917,218998]
[569001,300190] [538958,292999]
[413997,168750] [445004,170319]
[398984,146985] [413095,168021]
[383968,133949] [398001,146005]
[382876,119997] [383000,133012]
[366913,102998] [382021,119000]
[375082,93994] [366964,102085]
[359939,80944] [375036,93016]
[327941,73981] [347040,88014]
[372909,159009] [383009,133985]
[350967,150980] [372001,159020]
[339999,154005] [350054,150992]
[31035,52217] [5999,47926]
[772090,8976] [768891,22003]
[103078,358008] [93950,343905]
[381976,785951] [401018,789123]
[121978,106876] [128003,111026]
[137164,103991] [128899,111012]
[133920,97974] [137002,103008]
[148054,124005] [131963,114935]
[118966,82927] [133066,97009]
[152025,87947] [133987,97072]
[639161,658994] [638990,663016]
[661023,681935] [636969,688060]
[407959,253957] [429071,264075]
[157068,430026] [151930,423891]
[140976,694011] [146031,690950]
[54039,345959] [45933,356040]
[983983,364980] [993024,384045]
[957999,759041] [965083,749989]
[58955,439045] [62109,426965]
[657942,141040] [669020,134981]
[705023,145037] [669988,134919]
[263960,461026] [280019,455907]
[611978,877063] [616004,876939]
[633034,885081] [616977,876935]
[643010,909028] [633891,885997]
[623950,915056] [643034,909997]
[606991,938009] [619095,913974]
[594955,950034] [606052,938980]
[559971,932992] [583085,948014]
[531990,933073] [543020,924964]
[520970,940002] [531001,933979]
[508954,961004] [520238,940994]
[773033,270046] [769970,262990]
[349002,827133] [346990,826884]
[360003,827434] [349997,827477]
[29011,211684] [997,212532]
[62013,426045] [13989,412986]
[71962,885070] [80032,868941]
[991900,166069] [996009,152991]
[958929,191009] [980025,166982]
[967016,208034] [958927,191950]
[979047,199976] [967948,208078]
[933991,188771] [958011,191057]
[786980,263800] [806005,268244]
[743958,439890] [752040,443007]
[759068,434923] [752957,443013]
[667006,299932] [658994,302058]
[995823,942000] [999027,899997]
[872867,106997] [884016,128080]
[568987,797209] [580011,796946]
[599068,788983] [589918,798041]
[555979,815005] [568043,797959]
[536971,783995] [540188,805005]
[529981,778959] [536059,783005]
[533876,828029] [540012,805990]
[194952,699071] [215006,683965]
[595977,41950] [608016,60071]
[585999,41224] [595000,41439]
[579927,58013] [585078,41985]
[596000,21974] [595591,41012]
[575998,99037] [593071,80995]
[621011,95022] [601952,77978]
[609984,119022] [621133,95998]
[558956,123075] [575019,99980]
[560036,147026] [558974,123995]
[564069,174028] [560880,147981]
[552958,74001] [579065,58887]
[661628,681991] [660954,700011]
[567923,493967] [571039,500009]
[565893,487975] [567203,493026]
[586003,386039] [581996,382918]
[299196,56002] [298985,39995]
[330873,39947] [332263,44000]
[276849,759042] [284065,726960]
[862027,396853] [850998,398077]
[105012,791089] [73991,788952]
[47991,73032] [65022,65969]
[75014,712994] [59995,714007]
[557004,476524] [554992,476554]
[246010,420965] [238991,423018]
[162051,655001] [161659,636985]
[120945,393991] [126105,410045]
[197030,106024] [189972,100948]
[148947,124011] [164005,109933]
[143011,595782] [123997,596268]
[26897,66996] [27115,84002]
[680982,976989] [682173,983005]
[751020,19893] [725962,31053]
[768022,22344] [751983,19893]
[12866,136057] [19020,125936]
[537989,538141] [542006,537756]
[486993,196012] [518075,177941]
[814003,994229] [781998,990924]
[31988,52032] [33218,29999]
[463174,153020] [451919,115982]
[136987,630870] [161016,636044]
[163105,683009] [162401,655997]
[166093,700000] [163957,683996]
[853988,629988] [879020,647021]
[36972,547978] [52044,565017]
[28982,543998] [36034,547022]
[79970,91963] [87068,99075]
[56973,890117] [71001,885998]
[741010,175051] [731951,154985]
[750124,205000] [741958,175951]
[192991,985748] [218023,991105]
[432997,799890] [446045,805002]
[459034,825018] [446954,805999]
[485001,822923] [459971,825022]
[108136,927992] [104966,946037]
[384943,747975] [392050,759008]
[885956,337956] [893099,353004]
[272074,55007] [261966,45965]
[299000,56878] [272995,55688]
[316023,35878] [298970,39003]
[330022,39012] [316988,35985]
[358064,31994] [332974,44102]
[632047,470037] [618995,457982]
[186999,313928] [201007,328018]
[112914,695967] [114008,701010]
[940941,851058] [949046,843983]
[185992,53029] [198016,32973]
[823057,485973] [817932,492086]
[212999,288031] [214074,282999]
[506011,30036] [474970,22874]
[604908,503069] [610027,495947]
[978003,748805] [965983,749144]
[987032,761009] [978790,748994]
[545984,712030] [551194,695986]
[576009,694869] [551978,695427]
[786012,263992] [773991,270084]
[863651,961005] [866122,949968]
[870083,990003] [863979,961969]
[673036,664962] [661993,681082]
[693001,664816] [673997,664725]
[694025,668007] [693785,664993]
[690951,650959] [693110,664029]
[663034,722010] [660861,700967]
[651995,740092] [663024,722934]
[440006,383014] [410868,359988]
[756009,840835] [744997,840917]
[671997,805964] [696047,824094]
[665912,781995] [671088,805028]
[67013,848958] [37993,859057]
[80052,868038] [67957,848979]
[351925,447990] [352007,448149]
[496965,386963] [504002,392044]
[476951,381916] [496010,386031]
[478158,358996] [476996,381018]
[803969,439082] [827009,436962]
[416004,452972] [409972,463020]
[647119,458997] [634975,472010]
[598980,449927] [618051,457016]
[627987,498024] [648005,483900]
[620970,497943] [627003,498110]
[610975,495836] [620004,497064]
[607898,483989] [610029,495027]
[615006,528031] [604817,503958]
[624004,537007] [615963,528965]
[637013,534986] [624994,537045]
[672995,439992] [688022,466011]
[577997,474917] [607014,483067]
[557975,476959] [565093,487021]
[548973,483003] [554027,476882]
[521977,475951] [548021,483023]
[530058,461934] [521967,475089]
[535052,450988] [530998,461006]
[549001,437972] [535923,450111]
[701020,415950] [670999,428059]
[726026,401936] [701950,415042]
[733070,413025] [726947,401973]
[743007,439019] [733938,413949]
[767058,407967] [759851,434003]
[753988,383974] [767005,407004]
[755002,381873] [753978,383017]
[738907,370985] [753109,383014]
[765017,356965] [755952,381059]
[791015,392947] [767986,407134]
[706987,363917] [738077,370095]
[807026,421005] [791853,392998]
[517885,421958] [535031,450067]
[510973,422143] [517009,421787]
[504858,392992] [510129,422004]
[482017,355971] [478969,358014]
[456890,405018] [476118,381906]
[460996,428158] [471006,428081]
[528004,366986] [504960,392006]
[526897,357978] [528127,366004]
[550022,353975] [526997,357170]
[553954,533001] [571027,500932]
[542966,537012] [553007,533878]
[519975,556019] [537092,538973]
[523182,587001] [519947,556979]
[562059,570043] [553898,533986]
[527000,625014] [523836,587989]
[547105,644003] [527979,625914]
[561004,627951] [547936,644011]
[546819,678004] [547227,644988]
[573924,712022] [576191,694983]
[574007,733002] [573477,712990]
[584009,734060] [574996,733999]
[570729,763006] [574101,733982]
[516988,726110] [545082,712993]
[470946,731000] [491030,712975]
[447888,726955] [455070,734011]
[427971,743112] [442022,735988]
[412859,765001] [427025,743991]
[392992,759988] [412033,765202]
[376935,774029] [392038,759991]
[355998,767811] [376010,774076]
[343997,754977] [355036,767081]
[335980,759022] [343009,754980]
[342926,780030] [355089,767995]
[390051,724965] [384955,747063]
[400122,707997] [390980,724062]
[421049,716016] [420692,710994]
[406092,684985] [404897,705015]
[424030,678946] [406956,684076]
[437026,684025] [424958,678996]
[378997,676720] [406012,684020]
[368919,692016] [378122,676944]
[340966,686971] [367017,692200]
[363985,651985] [378040,676036]
[380733,815004] [381536,785999]
[377705,837005] [380166,815992]
[360977,827928] [377107,837086]
[417006,844114] [397976,822999]
[433009,840976] [417976,844071]
[459054,825951] [433920,840108]
[425989,555095] [434016,549927]
[419902,565014] [425004,555981]
[76999,598071] [94014,582983]
[747022,680988] [717991,696013]
[969999,978055] [992009,959881]
[932992,953904] [969035,978000]
[881985,998106] [915021,988987]
[814992,994019] [819087,975979]
[341015,197033] [320964,188954]
[76068,598992] [70964,631008]
[352985,448808] [354004,448784]
[409018,463861] [371995,466066]
[408874,415972] [416064,452022]
[440033,383999] [408962,415011]
[984790,459001] [985006,447994]
[962965,464011] [984008,459822]
[295971,428035] [297066,416995]
[936049,838025] [930871,811987]
[940223,851032] [936981,838994]
[937854,869009] [940109,851965]
[938121,881004] [937824,869989]
[954013,888004] [938958,881823]
[918970,866970] [937018,869082]
[909930,878000] [918017,866983]
[945857,909011] [954044,888963]
[925992,910091] [945009,909654]
[876989,826041] [894016,804908]
[971110,864990] [954995,888084]
[972042,821983] [949920,843048]
[855815,855038] [876084,826984]
[867042,865062] [855938,855904]
[839981,858033] [855022,855948]
[828949,851976] [839015,858013]
[868008,391963] [862968,396013]
[864068,407042] [862819,396993]
[664993,970307] [677002,969876]
[654968,972088] [664005,970713]
[646945,982030] [654062,972982]
[641998,986046] [646147,982984]
[700015,961889] [681987,964244]
[313028,355953] [301988,363044]
[203981,461078] [216016,450976]
[204723,486001] [203874,461989]
[195977,485901] [204007,486214]
[173919,466985] [195102,485005]
[159970,449970] [173129,466042]
[144998,446945] [159027,449010]
[150004,432991] [144933,446002]
[157001,430995] [150969,432063]
[165009,431114] [157992,430795]
[167107,420998] [165877,431000]
[139995,423550] [151002,423484]
[142694,462013] [144137,446978]
[132969,472038] [142016,462962]
[126964,410931] [139052,423041]
[102920,480011] [127023,467975]
[89907,503037] [102000,480980]
[183000,394977] [167815,420012]
[263023,461014] [233983,454949]
[191763,973994] [192599,985008]
[172994,968998] [191033,973041]
[95997,906123] [110027,898979]
[90994,912046] [95023,906944]
[108067,927023] [90961,912893]
[124006,941836] [104993,946129]
[84964,954225] [104027,946992]
[64955,900948] [90029,912057]
[56990,890995] [64063,900046]
[838033,844954] [828952,851013]
[801986,850056] [820126,835995]
[795928,852023] [801005,850957]
[834870,891015] [839118,858982]
[837021,892105] [834970,891943]
[815994,888894] [834004,891046]
[869147,912016] [837976,892945]
[866782,949000] [869410,912996]
[184822,75019] [185194,53993]
[55997,913040] [64072,900929]
[60043,926005] [55927,913950]
[35994,894003] [56001,890990]
[40990,942031] [60045,926980]
[17996,932839] [40013,942041]
[25936,970023] [40058,942949]
[68788,991030] [82104,954929]
[53994,999126] [68007,991880]
[91055,815974] [67991,848026]
[63985,756984] [73065,788021]
[21982,745909] [34062,759042]
[11215,771011] [10922,757991]
[59825,714968] [63161,756000]
[85006,710845] [75993,712086]
[111008,704865] [85999,710041]
[115022,679983] [112969,695018]
[138009,700881] [114993,701058]
[140133,694990] [138875,700003]
[141036,711024] [138993,700989]
[163037,683964] [146995,690028]
[176027,705018] [166985,700935]
[194034,699938] [176967,705016]
[169997,724006] [176024,705970]
[149011,730024] [141916,711945]
[49900,681974] [59122,714003]
[57127,666977] [49886,681015]
[250007,686215] [215987,683872]
[264045,648988] [259985,653002]
[266047,651028] [264966,648954]
[243983,649824] [256023,652174]
[242760,618981] [249051,640018]
[306011,635993] [282937,653002]
[269019,479975] [267869,509010]
[326994,276062] [337036,271997]
[890214,729989] [887907,756001]
[922008,748985] [887981,756207]
[31995,52261] [48016,51780]
[927970,773121] [957001,759987]
[922876,748978] [927029,773018]
[411974,547952] [425051,555047]
[405909,540979] [411000,547006]
[393965,548033] [405017,540968]
[423008,520934] [405903,540011]
[441012,512814] [423982,520001]
[453075,503968] [441977,512027]
[431022,592022] [419698,565985]
[436004,599011] [431993,592905]
[438035,600076] [436982,599933]
[426993,606012] [436007,599934]
[430137,620006] [426951,606979]
[458042,618058] [438999,600922]
[472017,622130] [458993,618861]
[175018,581006] [160907,553977]
[499061,792060] [484982,774958]
[914877,155996] [916079,182000]
[902998,153754] [914007,155005]
[884973,128928] [902090,153084]
[882001,86941] [872995,106057]
[901070,103006] [882899,86985]
[913107,75955] [901928,103004]
[924043,72924] [913994,75058]
[948003,72935] [924992,72932]
[974000,71591] [948994,72276]
[946892,103027] [948207,72993]
[950017,112019] [946938,103995]
[947910,124025] [950021,112955]
[981007,112774] [950993,112986]
[860991,208113] [891046,200987]
[635819,857022] [644111,826998]
[685982,90996] [699031,110059]
[966079,376974] [963904,397005]
[983065,364958] [966984,376072]
[15024,565993] [2955,585082]
[28024,543976] [15995,565043]
[9733,157029] [12262,136991]
[14912,104980] [19188,125010]
[6989,101954] [14019,104092]
[857902,41030] [871042,16904]
[101991,610054] [123000,596977]
[38988,179989] [61008,181067]
[840956,497021] [851080,484954]
[338018,963025] [319967,958988]
[626999,323986] [628071,329020]
[926027,487084] [905987,464929]
[191965,973070] [217009,955977]
[716033,932079] [704983,930975]
[395277,197989] [394845,199001]
[246986,420997] [255027,423111]
[769006,262006] [764855,238981]
[685874,90007] [686237,80995]
[804039,6987] [772973,8067]
[749041,65041] [725996,31973]
[748982,67024] [749105,65994]
[730997,75053] [748038,67862]
[729979,107001] [730396,75996]
[758026,105946] [729979,107001]
[776037,98908] [758920,105003]
[802003,99300] [776990,98715]
[699981,110220] [729002,107935]
[666987,87954] [685006,90059]
[736095,141007] [729820,107987]
[826931,816020] [848064,784914]
[645955,272944] [658048,302008]
[626985,323058] [658064,302926]
[1951,105020] [6062,101981]
[27011,84960] [14904,104017]
[773041,270999] [757978,285046]
[66993,412866] [88033,426000]
[920025,372088] [917954,371880]
[923026,359995] [917973,371052]
[893994,353971] [917014,371064]
[229024,565015] [210982,549965]
[307087,997001] [304967,990963]
[317868,213027] [320076,188968]
[283994,222183] [317013,213918]
[386008,192974] [348990,199076]
[326044,276987] [290999,293044]
[413072,168976] [395987,197057]
[895080,398024] [892982,389977]
[524004,976039] [514934,966950]
[578960,979002] [583048,948976]
[490941,925986] [500025,955046]
[539068,47043] [506946,30948]
[845169,506019] [840969,497948]
[823999,485859] [840012,497031]
[175944,581994] [179151,595038]
[158990,22064] [168005,18847]
[22904,273001] [32006,256876]
[951989,541342] [970004,537846]
[939986,544133] [951037,541959]
[921994,544246] [929057,541949]
[910945,552042] [921051,544962]
[960944,510975] [970168,537026]
[885015,337079] [873996,327972]
[374002,20073] [365984,7923]
[116018,249990] [106921,271008]
[444927,654002] [462004,633999]
[437915,684011] [444113,654972]
[871988,16140] [906002,14846]
[230825,841014] [235020,833991]
[265020,840094] [235989,833938]
[289992,944960] [319017,958025]
[304996,990032] [319141,958985]
[773976,270979] [783026,286006]
[675876,938962] [681036,964016]
[613987,979916] [641005,986139]
[594985,950984] [613072,979038]
[771994,538003] [785081,529993]
[332304,44986] [327917,73016]
[237974,23943] [258138,47012]
[225934,9922] [237023,23034]
[224993,8949] [225027,9021]
[252026,11972] [237986,23023]
[564942,174944] [582062,202032]
[640004,52854] [608970,60025]
[674034,220003] [652963,194911]
[689007,205984] [674977,220101]
[653964,234015] [674060,220998]
[198980,32020] [224098,8971]
[180825,97020] [184047,75992]
[220006,111004] [197980,106964]
[223238,142007] [220934,111995]
[158015,22973] [147924,53016]
[87990,99796] [121007,106119]
[65979,65975] [79007,91065]
[48992,51975] [65080,65005]
[46062,145054] [19942,125979]
[38862,179068] [50112,155960]
[77051,199030] [61921,181934]
[69837,218004] [77069,199957]
[117023,215073] [107919,191996]
[29975,211015] [38019,179998]
[116878,249007] [117199,215996]
[74988,253054] [98000,247840]
[721077,189950] [689998,205011]
[42106,310019] [22962,273988]
[234007,570027] [229967,565996]
[850007,398028] [831976,369963]
[766132,735940] [760963,752021]
[770008,702983] [766970,735013]
[747995,680976] [770008,702130]
[219039,290043] [212981,288871]
[174933,819985] [190002,842010]
[403999,252996] [407011,253123]
[457002,287016] [429856,264999]
[878956,259982] [898018,271062]
[880055,253951] [878870,259028]
[842993,260111] [878013,259754]
[806927,268011] [842006,260988]
[99070,23995] [96933,33011]
[100979,551078] [122046,547998]
[986055,290989] [977955,306032]
[889909,326005] [907044,307982]
[874974,364022] [893021,353976]
[868967,391002] [877092,382992]
[892040,389082] [877974,382945]
[983057,364041] [964933,342980]
[847987,313948] [873005,327211]
[934973,415036] [963039,397895]
[2985,585998] [16069,615006]
[732806,638017] [742035,610970]
[323008,540012] [314973,503991]
[182990,285744] [212010,288063]
[186062,313010] [181962,287982]
[588953,342999] [602035,350057]
[798014,303062] [783981,286968]
[750853,205982] [764038,238021]
[124994,941822] [172000,968002]
[802990,99961] [833050,115019]
[761004,533979] [746993,538046]
[771042,538014] [761956,533973]
[754914,511997] [761010,533008]
[784008,565067] [771983,538879]
[337942,271078] [344002,259996]
[329951,261942] [337052,271038]
[325853,313012] [326253,276999]
[926944,487996] [928022,492037]
[676969,629976] [690011,650054]
[695025,624927] [676969,629026]
[698479,589999] [697822,612000]
[691988,588966] [698001,589177]
[72000,350026] [54956,345985]
[93039,343943] [72982,350010]
[292890,382000] [301003,363975]
[297958,416039] [300245,396987]
[268991,426929] [295003,428177]
[331013,376043] [313986,355975]
[336036,397006] [331843,376990]
[280962,455037] [295058,428984]
